timestamp,predicted_flow
2025-07-15T14:27:58.511815,4.0
2025-07-15T14:27:59.445661,3.5
2025-07-15T14:28:00.134653,3.5
2025-07-15T14:28:00.814848,3.5
2025-07-15T14:28:01.466747,4.5
2025-07-15T14:28:02.132940,4.5
2025-07-15T14:28:02.801464,4.5
2025-07-15T14:28:03.487990,4.5
2025-07-15T14:28:04.137089,5.0
2025-07-15T14:28:04.832447,5.0
2025-07-15T14:28:05.492427,5.0
2025-07-15T14:28:06.170045,5.0
2025-07-15T14:28:06.811971,5.0
2025-07-15T14:28:07.532183,4.5
2025-07-15T14:28:08.176290,4.5
2025-07-15T14:28:08.835789,4.5
2025-07-15T14:28:09.523234,4.5
2025-07-15T14:28:10.173917,5.0
2025-07-15T14:28:10.826907,5.0
2025-07-15T14:28:11.454141,5.0
2025-07-15T14:28:12.120729,5.5
2025-07-15T14:28:12.785007,6.0
2025-07-15T14:28:13.423372,6.0
2025-07-15T14:28:14.079320,6.0
2025-07-15T14:28:14.744625,6.0
2025-07-15T14:28:15.378306,6.0
2025-07-15T14:28:16.083557,1.5
2025-07-15T14:28:16.753598,3.0
2025-07-15T14:28:17.404285,3.0
2025-07-15T14:28:18.055890,3.5
2025-07-15T14:28:18.741928,4.0
2025-07-15T14:28:19.392249,5.0
2025-07-15T14:28:20.049648,5.0
2025-07-15T14:28:20.696427,5.0
2025-07-15T14:28:21.384479,5.0
2025-07-15T14:28:22.052938,5.0
2025-07-15T14:28:22.755181,5.0
2025-07-15T14:28:23.503224,5.0
2025-07-15T14:28:24.320609,2.5
2025-07-15T14:28:25.074991,3.0
2025-07-15T14:28:25.841406,3.5
2025-07-15T14:28:26.574225,3.5
2025-07-15T14:28:27.294534,4.0
2025-07-15T14:28:29.366138,5.0
2025-07-15T14:28:32.728913,5.0
2025-07-15T14:28:37.348506,2.5
2025-07-15T14:28:40.161106,3.5
2025-07-15T14:28:41.567910,3.5
2025-07-15T14:28:43.972922,1.5
2025-07-15T14:28:45.872420,2.5
2025-07-15T14:28:47.557640,2.5
2025-07-15T14:28:50.301021,2.5
2025-07-15T14:28:53.291394,2.0
2025-07-15T14:28:54.922889,3.0
2025-07-15T14:28:56.222493,4.0
2025-07-15T14:28:57.265739,4.0
2025-07-15T14:28:58.612135,4.0
2025-07-15T14:28:59.460459,3.0
2025-07-15T14:29:00.359902,4.0
2025-07-15T14:29:01.554960,4.0
2025-07-15T14:29:02.807069,4.5
2025-07-15T14:29:04.096852,4.5
2025-07-15T14:29:05.236120,4.5
2025-07-15T14:29:06.217366,4.5
2025-07-15T14:29:07.215182,4.5
2025-07-15T14:29:08.327125,2.5
2025-07-15T14:29:09.125987,2.5
2025-07-15T14:29:10.294179,5.0
2025-07-15T14:29:11.535951,5.0
2025-07-15T14:29:13.039013,5.5
2025-07-15T14:29:13.693565,8.5
2025-07-15T14:29:14.480060,9.0
2025-07-15T14:29:15.416027,9.0
2025-07-15T14:29:16.509750,4.5
2025-07-15T14:29:17.559221,5.0
2025-07-15T14:29:18.679617,5.0
2025-07-15T14:29:20.331465,5.0
2025-07-15T14:29:21.756310,6.0
2025-07-15T14:29:23.285852,6.0
2025-07-15T14:29:24.299126,6.0
2025-07-15T14:29:25.524795,1.0
2025-07-15T14:29:26.594882,3.0
2025-07-15T14:29:27.913170,5.0
2025-07-15T14:29:29.233691,5.5
2025-07-15T14:29:30.103226,6.5
2025-07-15T14:29:31.578312,6.5
2025-07-15T14:29:32.555209,6.5
2025-07-15T14:29:33.612956,3.5
2025-07-15T14:29:34.479132,4.0
2025-07-15T14:29:35.496627,4.0
2025-07-15T14:29:36.817343,6.0
2025-07-15T14:29:38.378963,6.0
2025-07-15T14:29:39.751456,7.0
2025-07-15T14:29:41.248084,7.5
2025-07-15T14:29:42.662747,4.5
2025-07-15T14:29:43.848879,4.5
2025-07-15T14:29:44.767875,4.5
2025-07-15T14:29:45.776324,5.5
2025-07-15T14:29:46.632616,6.0
2025-07-15T14:29:47.612129,6.0
2025-07-15T14:29:48.686538,6.0
2025-07-15T14:29:49.701463,6.0
2025-07-15T14:29:51.136855,5.0
2025-07-15T14:29:52.080012,5.5
2025-07-15T14:29:53.482786,5.5
2025-07-15T14:29:54.479681,5.5
2025-07-15T14:29:55.459681,5.5
2025-07-15T14:29:56.341785,5.5
2025-07-15T14:29:57.216074,5.5
2025-07-15T14:29:58.244750,6.5
2025-07-15T14:29:59.288487,5.0
2025-07-15T14:30:00.307607,6.0
2025-07-15T14:30:01.349237,6.0
2025-07-15T14:30:03.209176,6.0
2025-07-15T14:30:04.345518,6.0
2025-07-15T14:30:05.390684,6.0
2025-07-15T14:30:06.603202,6.5
2025-07-15T14:30:07.694976,7.0
2025-07-15T14:30:09.125051,7.0
2025-07-15T14:30:10.997574,7.0
2025-07-15T14:30:12.675839,7.0
2025-07-15T14:30:14.560304,7.0
2025-07-15T14:30:15.799081,7.0
2025-07-15T14:30:17.327325,5.5
2025-07-15T14:30:19.053161,5.5
2025-07-15T14:30:20.263870,5.5
2025-07-15T14:30:21.210259,5.5
2025-07-15T14:30:22.004573,5.5
2025-07-15T14:30:22.696942,6.5
2025-07-15T14:30:23.289078,6.5
2025-07-15T14:30:23.972739,6.5
2025-07-15T14:30:24.700810,5.5
2025-07-15T14:30:25.314971,5.5
2025-07-15T14:30:25.975334,6.5
2025-07-15T14:30:26.615140,7.5
2025-07-15T14:30:27.231263,7.5
2025-07-15T14:30:27.863701,7.5
2025-07-15T14:30:28.523822,7.5
2025-07-15T14:30:29.201267,7.5
2025-07-15T14:30:29.871175,8.5
2025-07-15T14:30:30.663121,10.5
2025-07-15T14:30:31.350315,10.5
2025-07-15T14:30:31.972705,10.5
2025-07-15T14:30:32.735777,10.5
2025-07-15T14:30:33.432700,4.0
2025-07-15T14:30:34.173728,4.0
2025-07-15T14:30:34.906380,5.0
2025-07-15T14:30:35.726490,5.0
2025-07-15T14:30:36.506069,5.0
2025-07-15T14:30:37.278120,5.0
2025-07-15T14:30:38.034428,5.0
2025-07-15T14:30:38.875626,5.0
2025-07-15T14:30:39.602765,5.0
2025-07-15T14:30:40.348090,6.0
2025-07-15T14:30:41.117986,6.0
2025-07-15T14:30:41.804626,3.0
2025-07-15T14:30:42.562915,5.0
2025-07-15T14:30:43.300666,5.0
2025-07-15T14:30:44.031673,5.5
2025-07-15T14:30:44.712394,5.5
2025-07-15T14:30:45.447777,5.5
2025-07-15T14:30:46.160572,5.5
2025-07-15T14:30:46.871406,5.5
2025-07-15T14:30:47.674101,6.5
2025-07-15T14:30:48.410844,6.5
2025-07-15T14:30:49.124305,7.5
2025-07-15T14:30:49.895221,5.0
2025-07-15T14:30:50.581830,5.0
2025-07-15T14:30:51.268074,5.0
2025-07-15T14:30:51.854088,5.0
2025-07-15T14:30:52.523091,5.5
2025-07-15T14:30:53.151647,5.5
2025-07-15T14:37:51.978437,5.1
2025-07-15T14:37:52.811347,4.2
2025-07-15T14:37:53.470975,4.9
2025-07-15T14:37:54.119072,6.3
2025-07-15T14:37:54.789735,4.2
2025-07-15T14:37:55.443539,5.0
2025-07-15T14:37:56.096499,4.2
2025-07-15T14:37:56.741233,5.5
2025-07-15T14:37:57.377279,4.8
2025-07-15T14:37:57.975489,4.2
2025-07-15T14:37:58.644209,6.1
2025-07-15T14:37:59.307635,4.2
2025-07-15T14:37:59.990369,4.2
2025-07-15T14:38:00.750798,4.2
2025-07-15T14:38:01.397364,4.2
2025-07-15T14:38:02.089615,4.2
2025-07-15T14:38:02.718499,4.2
2025-07-15T14:38:03.351448,4.2
2025-07-15T14:38:04.121417,6.9
2025-07-15T14:38:04.785236,6.9
2025-07-15T14:38:05.492529,6.7
2025-07-15T14:38:06.198599,6.0
2025-07-15T14:38:07.011368,5.5
2025-07-15T14:38:07.669078,5.1
2025-07-15T14:38:08.494272,5.4
2025-07-15T14:38:09.957382,4.2
2025-07-15T14:38:11.650459,5.0
2025-07-15T14:38:13.022859,4.2
2025-07-15T14:38:14.076577,4.1
2025-07-15T14:38:14.976059,4.2
2025-07-15T14:38:16.239397,4.2
2025-07-15T14:38:17.517840,4.2
2025-07-15T14:38:18.658084,6.2
2025-07-15T14:38:19.908376,5.2
2025-07-15T14:38:20.716402,6.3
2025-07-15T14:38:22.053768,4.2
2025-07-15T14:38:23.246289,5.5
2025-07-15T14:38:24.519803,4.2
2025-07-15T14:38:26.302624,4.2
2025-07-15T14:38:27.534667,5.1
2025-07-15T14:38:28.853040,4.2
2025-07-15T14:38:30.618742,4.2
2025-07-15T14:38:32.445422,4.2
2025-07-15T14:38:34.191389,4.2
2025-07-15T14:38:35.790181,4.2
2025-07-15T14:38:37.623514,5.1
2025-07-15T14:38:39.163642,5.1
2025-07-15T14:38:41.020774,4.2
2025-07-15T14:38:42.514244,4.2
2025-07-15T14:38:44.128767,4.2
2025-07-15T14:38:45.837890,5.0
2025-07-15T14:38:47.363133,5.0
2025-07-15T14:38:48.600160,5.1
2025-07-15T14:38:50.204173,4.2
2025-07-15T14:38:51.250721,5.1
2025-07-15T14:38:52.333219,5.6
2025-07-15T14:38:53.299278,5.3
2025-07-15T14:38:54.393499,5.3
2025-07-15T14:38:55.729684,5.1
2025-07-15T14:38:56.720084,5.3
2025-07-15T14:38:57.984733,5.5
2025-07-15T14:38:59.621054,4.2
2025-07-15T14:39:01.250246,4.2
2025-07-15T14:39:02.255351,4.9
2025-07-15T14:39:03.752657,4.2
2025-07-15T14:39:05.159671,5.1
2025-07-15T14:39:06.223757,5.1
2025-07-15T14:39:07.062559,4.2
2025-07-15T14:39:08.154759,4.2
2025-07-15T14:39:09.468468,4.2
2025-07-15T14:39:11.245284,5.3
2025-07-15T14:39:12.628764,4.3
2025-07-15T14:39:14.042213,4.3
2025-07-15T14:39:15.298337,5.8
2025-07-15T14:39:16.285033,6.1
2025-07-15T14:39:17.242944,5.8
2025-07-15T14:39:18.784744,4.5
2025-07-15T14:39:20.300631,4.2
2025-07-15T14:39:21.582781,4.2
2025-07-15T14:39:22.863053,4.2
2025-07-15T14:39:23.933936,5.1
2025-07-15T14:39:24.967590,4.2
2025-07-15T14:39:26.188198,4.2
2025-07-15T14:39:27.681073,4.2
2025-07-15T14:39:28.486061,4.6
2025-07-15T14:39:29.166657,4.3
2025-07-15T14:39:29.810819,6.2
2025-07-15T14:39:30.467064,6.2
2025-07-15T14:39:31.032158,5.1
2025-07-15T14:39:31.655448,6.8
2025-07-15T14:39:32.325373,6.3
2025-07-15T14:39:32.983950,4.7
2025-07-15T14:39:33.620781,5.7
2025-07-15T14:39:34.273352,5.8
2025-07-15T14:39:34.920690,6.3
2025-07-15T14:39:35.551788,5.9
2025-07-15T14:39:36.260002,6.6
2025-07-15T14:39:36.918588,6.8
2025-07-15T14:39:37.540421,5.4
2025-07-15T14:39:38.237403,6.3
2025-07-15T14:39:38.912995,6.1
2025-07-15T14:39:39.598601,4.9
2025-07-15T14:39:40.299588,5.4
2025-07-15T14:39:40.989326,4.2
2025-07-15T14:39:41.673660,5.3
2025-07-15T14:39:42.347987,5.2
2025-07-15T14:39:42.978355,6.4
2025-07-15T14:39:43.628644,4.5
2025-07-15T14:39:44.296115,5.1
2025-07-15T14:39:44.945683,4.9
2025-07-15T14:39:45.633725,6.0
2025-07-15T14:39:46.319006,5.1
2025-07-15T14:39:46.940239,6.8
2025-07-15T14:39:47.571563,6.4
2025-07-15T14:39:48.250104,5.9
2025-07-15T14:39:48.894857,5.4
2025-07-15T14:39:49.538601,5.8
2025-07-15T14:39:50.219340,6.4
2025-07-15T14:39:50.912325,5.9
2025-07-15T14:39:51.561765,5.8
2025-07-15T14:39:52.239628,6.4
2025-07-15T14:39:52.881998,5.9
2025-07-15T14:39:53.551549,5.1
2025-07-15T14:39:54.241867,5.1
2025-07-15T14:39:54.891040,5.1
2025-07-15T14:39:55.582453,4.3
2025-07-15T14:39:56.263655,4.9
2025-07-15T14:39:56.882389,4.7
2025-07-15T14:39:57.555371,5.7
2025-07-15T14:39:58.208020,5.5
2025-07-15T14:39:58.890511,4.9
2025-07-15T14:39:59.561326,5.1
2025-07-15T14:40:00.225331,5.4
2025-07-15T14:40:00.888025,6.7
2025-07-15T14:40:01.601561,6.1
2025-07-15T14:40:02.275788,4.7
2025-07-15T14:40:02.875457,7.2
2025-07-15T14:40:03.535294,5.4
2025-07-15T14:40:04.179372,5.8
2025-07-15T14:40:04.843438,5.9
2025-07-15T14:40:05.506430,6.1
2025-07-15T14:40:06.112640,5.2
2025-07-15T14:40:06.741094,5.9
2025-07-15T14:40:07.416666,5.9
2025-07-15T14:40:08.041687,5.8
2025-07-15T14:40:08.672957,5.8
2025-07-15T14:40:09.351112,5.6
2025-07-15T14:40:10.041100,6.6
2025-07-15T14:40:10.674192,6.6
2025-07-15T14:40:11.321956,6.9
2025-07-15T14:40:11.931266,6.9
2025-07-15T14:40:12.575488,6.8
2025-07-15T14:40:13.237516,6.9
2025-07-15T14:40:13.864348,4.5
2025-07-15T14:40:14.509627,5.7
2025-07-15T14:40:15.159688,6.2
2025-07-15T14:40:15.782916,5.7
2025-07-15T14:40:16.449365,6.2
2025-07-15T14:40:17.074869,6.0
2025-07-15T14:40:17.721987,6.8
2025-07-15T14:40:18.446305,4.3
2025-07-15T14:40:19.091086,6.8
2025-07-15T14:40:19.698460,6.3
2025-07-15T14:55:09.471712,5.1
2025-07-15T14:55:10.196764,4.2
2025-07-15T14:55:10.783379,4.2
2025-07-15T14:55:11.339658,6.1
2025-07-15T14:55:11.914448,5.4
2025-07-15T14:55:12.467653,4.5
2025-07-15T14:55:13.034016,5.4
2025-07-15T14:55:13.618205,6.0
2025-07-15T14:55:14.181231,5.2
2025-07-15T14:55:14.759967,4.2
2025-07-15T14:55:15.277739,6.1
2025-07-15T14:55:15.855194,5.3
2025-07-15T14:55:16.372052,5.3
2025-07-15T14:55:16.896608,5.3
2025-07-15T14:55:17.402271,5.8
2025-07-15T14:55:17.930812,5.8
2025-07-15T14:55:18.499766,5.5
2025-07-15T14:55:19.036614,5.0
2025-07-15T14:55:19.551387,6.9
2025-07-15T14:55:20.112997,6.8
2025-07-15T14:55:20.636327,6.7
2025-07-15T14:55:21.165627,6.3
2025-07-15T14:55:21.712005,6.5
2025-07-15T14:55:22.267979,6.1
2025-07-15T14:55:22.789219,6.0
2025-07-15T14:55:23.327592,6.0
2025-07-15T14:55:23.864390,6.1
2025-07-15T14:55:24.391283,6.2
2025-07-15T14:55:24.912592,6.4
2025-07-15T14:55:25.464333,6.0
2025-07-15T14:55:26.024951,6.3
2025-07-15T14:55:26.609070,5.4
2025-07-15T14:55:27.157035,6.2
2025-07-15T14:55:27.667760,7.0
2025-07-15T14:55:28.190532,5.7
2025-07-15T14:55:28.706856,6.3
2025-07-15T14:55:29.262613,6.1
2025-07-15T14:55:29.768541,5.9
2025-07-15T14:55:30.312499,5.5
2025-07-15T14:55:30.834484,4.9
2025-07-15T14:55:31.349353,5.3
2025-07-15T14:55:31.875293,4.7
2025-07-15T14:55:32.389017,4.6
2025-07-15T14:55:32.917603,6.6
2025-07-15T14:55:33.439835,4.9
2025-07-15T14:55:33.962836,6.8
2025-07-15T14:55:34.503766,5.4
2025-07-15T14:55:35.075691,4.8
2025-07-15T14:55:35.609274,5.9
2025-07-15T14:55:36.154945,6.8
2025-07-15T14:55:36.668817,6.3
2025-07-15T14:55:37.208523,6.1
2025-07-15T14:55:37.734974,6.8
2025-07-15T14:55:38.253803,6.5
2025-07-15T14:55:38.771516,6.1
2025-07-15T14:55:39.284725,5.6
2025-07-15T14:55:39.806738,7.0
2025-07-15T14:55:40.334384,6.9
2025-07-15T14:55:40.845314,6.1
2025-07-15T14:55:41.378216,6.9
2025-07-15T14:55:41.900233,5.8
2025-07-15T14:55:42.441687,5.7
2025-07-15T14:55:42.970422,5.1
2025-07-15T14:55:43.575542,5.2
2025-07-15T14:55:44.128527,5.1
2025-07-15T14:55:44.650445,5.6
2025-07-15T14:55:45.197360,5.6
2025-07-15T14:55:45.719337,4.8
2025-07-15T14:55:46.308545,5.1
2025-07-15T14:55:46.838964,5.8
2025-07-15T15:22:52.279640,5.1
2025-07-15T15:22:53.039965,4.2
2025-07-15T15:22:53.567065,4.6
2025-07-15T15:22:54.103875,6.3
2025-07-15T15:22:54.634250,5.6
2025-07-15T15:22:55.189981,5.5
2025-07-15T15:22:55.720426,5.6
2025-07-15T15:22:56.287375,5.5
2025-07-15T15:22:56.844349,5.5
2025-07-15T15:22:57.418525,4.2
2025-07-15T15:22:57.961609,6.8
2025-07-15T15:22:58.513470,4.2
2025-07-15T15:22:59.061458,4.2
2025-07-15T15:22:59.580680,4.1
2025-07-15T15:23:00.125303,4.4
2025-07-15T15:23:00.665187,4.1
2025-07-15T15:23:01.250825,5.0
2025-07-15T15:23:01.843245,5.0
2025-07-15T15:23:02.412031,6.9
2025-07-15T15:23:02.937859,6.4
2025-07-15T15:23:03.484950,6.5
2025-07-15T15:23:04.045629,5.7
2025-07-15T15:23:04.583483,6.5
2025-07-15T15:23:05.111415,6.3
2025-07-15T15:23:05.642642,6.3
2025-07-15T15:23:06.183271,6.3
2025-07-15T15:23:06.720705,7.0
2025-07-15T15:23:07.275502,5.9
2025-07-15T15:23:07.834973,6.3
2025-07-15T15:23:08.395981,5.4
2025-07-15T15:23:08.944091,6.0
2025-07-15T15:23:09.562785,5.5
2025-07-15T15:23:10.122464,6.2
2025-07-15T15:23:10.676264,6.2
2025-07-15T15:23:11.246078,5.3
2025-07-15T15:23:11.822265,6.4
2025-07-15T15:23:12.382695,6.1
2025-07-15T15:23:12.925512,6.4
2025-07-15T15:23:13.463764,6.3
2025-07-15T15:23:14.020517,4.6
2025-07-15T15:23:14.583786,5.2
2025-07-15T15:23:15.272527,6.2
2025-07-15T15:23:15.901004,5.4
2025-07-15T15:23:16.527688,5.4
2025-07-15T15:23:17.150995,5.4
2025-07-15T15:23:17.814720,5.5
2025-07-15T15:23:18.464921,6.3
2025-07-15T15:23:19.110988,5.5
2025-07-15T15:23:19.731744,5.6
2025-07-15T15:23:20.422837,5.6
2025-07-15T15:23:21.051192,5.9
2025-07-15T15:23:21.682144,6.5
2025-07-15T15:23:22.295077,6.6
2025-07-15T15:23:22.942731,5.4
2025-07-15T15:23:23.583822,6.9
2025-07-15T15:23:24.211272,6.5
2025-07-15T15:23:24.834067,6.9
2025-07-15T15:23:25.468076,6.3
2025-07-15T15:23:26.141309,6.9
2025-07-15T15:23:26.761244,7.0
2025-07-15T15:23:27.408854,6.5
2025-07-15T15:23:28.043890,5.4
2025-07-15T15:23:28.666764,5.0
2025-07-15T15:23:29.294275,6.5
2025-07-15T15:23:29.908046,5.0
2025-07-15T15:23:30.537131,5.4
2025-07-15T15:23:31.187804,5.4
2025-07-15T15:23:31.803615,4.2
2025-07-15T15:23:32.445526,5.0
2025-07-15T15:23:33.111113,4.5
2025-07-15T15:23:33.738429,5.9
2025-07-15T15:23:34.398203,5.7
2025-07-15T15:23:35.021906,5.3
2025-07-15T15:23:35.653349,6.2
2025-07-15T15:23:36.297662,4.4
2025-07-15T15:23:36.923759,5.7
2025-07-15T15:23:37.561282,6.6
2025-07-15T15:23:38.173327,4.4
2025-07-15T15:23:38.810866,4.4
2025-07-15T15:23:39.474136,6.1
2025-07-15T15:23:40.087910,6.1
2025-07-15T15:23:40.732876,5.3
2025-07-15T15:23:41.365926,5.9
2025-07-15T15:23:41.992484,5.0
2025-07-15T15:23:42.647663,6.1
2025-07-15T15:23:43.279534,6.3
2025-07-15T15:23:43.897207,6.1
2025-07-15T15:23:44.540927,5.5
2025-07-15T15:23:45.169719,5.7
2025-07-15T15:23:45.780263,6.1
2025-07-15T15:23:46.398049,6.6
2025-07-15T15:23:47.064717,5.7
2025-07-15T15:23:47.675726,6.2
2025-07-15T15:23:48.322236,4.2
2025-07-15T15:23:48.937893,5.3
2025-07-15T15:23:49.564951,5.8
2025-07-15T15:23:50.185459,6.4
2025-07-15T15:23:50.867546,5.6
2025-07-15T15:23:51.536480,4.6
2025-07-15T15:23:52.155200,6.5
2025-07-15T15:23:52.774977,6.5
2025-07-15T15:23:53.400801,6.3
2025-07-15T15:23:54.018795,6.0
2025-07-15T15:23:54.655356,4.6
2025-07-15T15:23:55.291788,4.6
2025-07-15T15:23:55.957051,4.6
2025-07-15T15:23:56.583742,6.1
2025-07-15T15:23:57.218201,5.9
2025-07-15T15:23:57.849396,5.6
2025-07-15T15:23:58.510861,4.7
2025-07-15T15:23:59.179227,5.4
2025-07-15T15:23:59.808824,6.2
2025-07-15T15:24:00.451208,6.0
2025-07-15T15:24:01.155240,5.5
2025-07-15T15:24:01.800376,6.5
2025-07-15T15:24:02.443924,5.4
2025-07-15T15:24:03.119010,4.6
2025-07-15T15:24:03.797128,5.9
2025-07-15T15:24:04.421480,4.8
2025-07-15T15:24:05.041127,5.4
2025-07-15T15:24:05.757982,6.2
2025-07-15T15:24:06.444898,4.9
2025-07-15T15:24:07.104373,5.5
2025-07-15T15:24:07.779781,6.1
2025-07-15T15:24:08.422033,5.1
2025-07-15T15:24:09.080316,5.1
2025-07-15T15:24:09.773122,5.0
2025-07-15T15:24:10.440743,4.5
2025-07-15T15:24:11.074739,6.2
2025-07-15T15:24:11.740139,6.2
2025-07-15T15:24:12.418603,5.4
2025-07-15T15:24:13.091276,5.6
2025-07-15T15:24:13.730776,5.9
2025-07-15T15:24:14.387617,6.2
2025-07-15T15:24:15.032697,5.7
2025-07-15T15:24:15.700608,4.7
2025-07-15T15:24:16.380715,6.1
2025-07-15T15:24:16.991772,4.7
2025-07-15T15:24:17.652101,4.6
2025-07-15T15:24:18.282953,5.1
2025-07-15T15:24:18.945254,5.9
2025-07-15T15:24:19.569951,5.0
2025-07-15T15:24:20.218993,5.5
2025-07-15T15:24:20.834901,5.5
2025-07-15T15:24:21.463209,4.9
2025-07-15T15:24:22.139398,5.4
2025-07-15T15:24:22.765001,5.5
2025-07-15T15:24:23.400806,4.9
2025-07-15T15:24:24.029432,5.5
2025-07-15T15:24:24.764874,6.8
2025-07-15T15:24:25.466216,6.9
2025-07-15T15:24:26.102730,6.8
2025-07-15T15:24:26.752841,6.8
2025-07-15T15:24:27.377360,6.8
2025-07-15T15:24:27.917985,5.3
2025-07-15T15:24:28.492666,6.6
2025-07-15T15:24:29.087258,5.7
2025-07-15T15:24:29.634484,6.6
2025-07-15T15:24:30.138767,6.0
2025-07-15T15:24:30.691824,6.4
2025-07-15T15:24:31.285321,4.4
2025-07-15T15:24:31.824550,6.2
2025-07-15T15:24:32.384028,6.9
2025-07-15T15:24:32.973197,6.8
2025-07-15T15:24:33.538206,6.5
2025-07-15T15:24:34.054335,6.8
2025-07-15T15:24:34.623908,6.1
2025-07-15T15:24:35.181092,5.8
2025-07-15T15:24:35.712988,6.8
2025-07-15T15:24:36.238374,5.3
2025-07-15T15:24:36.804119,6.3
2025-07-15T15:24:37.353809,5.5
2025-07-15T15:24:37.913985,6.0
2025-07-15T15:24:38.457113,6.3
2025-07-15T15:24:38.999125,6.3
2025-07-15T15:24:39.612715,6.1
2025-07-15T15:24:40.161325,6.2
2025-07-15T15:24:40.697462,5.3
2025-07-15T15:24:41.341332,5.2
2025-07-15T15:24:41.887728,6.3
2025-07-15T15:24:42.462571,5.2
2025-07-15T15:24:42.996894,5.3
2025-07-15T15:24:43.581848,5.6
2025-07-15T15:24:44.156147,5.1
2025-07-15T15:24:44.698041,6.1
2025-07-15T15:24:45.246411,6.6
2025-07-15T15:24:45.795803,5.3
2025-07-15T15:24:46.334680,5.3
2025-07-15T15:24:46.872707,5.6
